date,Albuquerque-Santa Fe NM,Atlanta GA,Austin TX,Bakersfield CA,Baltimore MD,Boston MA-Manchester NH,Charlotte NC,Chicago IL,Colorado Springs-Pueblo CO,Columbus OH,Dallas-Ft. Worth TX,Denver CO,Detroit MI,El Paso TX,Fresno-Visalia CA,Houston TX,Jacksonville FL,Kansas City MO,Las Vegas NV,Los Angeles CA,Louisville KY,Memphis TN,Miami-Ft. Lauderdale FL,Milwaukee WI,Minneapolis-St. Paul MN,Nashville TN,New York NY,Norfolk-Portsmouth-Newport News VA,Oklahoma City OK,Omaha NE,Ontario,Philadelphia PA,Phoenix AZ,Portland OR,Raleigh-Durham (Fayetteville) NC,San Antonio TX,San Diego CA,San Francisco-Oakland-San Jose CA,Seattle-Tacoma WA,Tucson AZ,Tulsa OK,Washington DC (Hagerstown MD),Wichita-Hutchinson KS
2019-12-22,19.903,32.757,22.056,27.0,,44.972,33.14,35.28,20.018,23.126,51.746,36.673,30.332,40.203,54.5,32.468,29.773,31.638,33.828,33.256,52.132,23.118,56.507,,23.725,21.329,41.181,59.519,,55.0,13.139,39.604,45.553,31.532,21.969,26.69,20.665,49.367,61.424,,17.994,44.163,29.101
2019-12-29,29.454,32.587,,16.73,29.0,25.179,49.985,47.846,27.854,27.114,20.518,38.099,39.714,40.203,25.009,55.272,19.552,35.208,30.358,34.295,33.0,49.604,42.8,,22.378,61.693,35.232,,40.919,25.817,32.53,27.922,35.089,26.897,35.309,32.25,45.16,46.835,36.493,35.722,,45.288,
2020-01-05,38.976,33.98,34.899,,33.524,15.24,27.833,51.12,59.519,,31.171,49.351,43.596,20.569,86.962,27.754,26.32,,27.848,53.898,35.156,28.445,25.633,36.2,45.245,17.708,26.066,47.724,54.969,21.136,20.186,64.83,24.714,65.2,54.541,,25.519,44.937,45.245,17.165,,62.778,35.576
2020-01-12,45.576,27.953,23.46,23.236,25.43,38.051,84.877,22.47,,18.621,49.731,36.875,71.935,,35.0,26.745,13.494,30.459,18.282,65.2,17.199,,28.226,15.8,27.599,14.495,48.097,27.02,,,15.422,33.586,,47.563,37.181,,28.388,25.738,41.439,,35.993,26.692,21.121
2020-01-19,9.28,23.777,39.464,60.136,68.182,28.261,20.209,43.94,,24.716,24.202,50.633,35.405,,22.008,23.786,26.314,28.935,38.512,44.261,,21.796,39.167,20.045,18.478,16.428,46.126,,,21.0,12.015,47.271,48.776,31.42,37.214,28.667,27.314,27.004,45.855,24.887,,49.683,16.154
2020-01-26,38.462,20.573,34.869,,54.766,23.455,25.3,31.28,39.841,30.573,47.481,28.058,45.682,17.764,29.0,46.618,13.0,42.455,,47.744,34.0,37.704,38.462,33.0,34.447,34.587,44.525,36.018,,,15.643,40.859,31.94,,22.496,33.364,25.893,35.443,56.776,55.629,55.982,43.587,24.502
2020-02-02,25.554,19.932,87.285,66.901,28.682,14.996,28.277,38.72,25.0,22.591,43.051,32.219,23.426,43.567,19.219,39.962,,39.452,51.259,62.978,31.964,33.857,34.309,20.62,17.753,,63.305,,,18.702,14.134,51.209,31.983,29.319,43.885,,22.56,43.46,,72.0,28.282,38.996,
2020-02-09,47.82,37.184,16.0,,25.267,37.958,34.921,38.162,16.0,32.24,34.623,20.059,38.881,93.495,32.036,32.886,26.882,23.046,29.662,49.747,24.41,25.513,36.226,26.0,28.379,19.713,20.594,40.168,,31.032,14.252,17.05,51.671,25.146,,,35.522,40.084,34.294,,,16.55,57.257
2020-02-16,25.951,40.688,26.756,29.838,,39.74,23.835,27.888,,17.68,46.447,27.485,49.946,,22.61,64.273,18.987,23.747,14.778,59.931,,21.499,17.406,,51.495,14.583,58.434,34.468,42.018,24.004,23.052,33.29,31.929,35.677,37.706,31.112,35.957,29.958,48.366,22.523,22.993,30.434,25.0
2020-02-23,9.464,34.867,20.823,48.836,48.252,27.553,16.858,16.002,,27.771,30.008,24.679,31.302,19.634,21.791,40.675,,41.409,23.775,70.148,10.0,27.495,42.512,17.038,45.784,17.394,32.834,37.241,,18.979,15.389,26.611,46.524,,21.038,13.423,37.473,50.633,49.944,,,30.039,
2020-03-01,,35.607,,17.659,27.919,,27.749,20.138,,50.395,33.777,35.194,25.565,24.309,26.155,38.309,46.871,23.164,21.2,41.434,28.0,,17.336,18.0,47.663,18.19,31.74,43.915,21.176,62.154,10.894,24.502,51.733,29.535,18.822,36.032,37.882,30.38,64.577,18.119,80.975,39.544,20.931
2020-03-08,19.476,29.46,27.118,13.403,,,50.652,18.129,24.0,,33.7,21.184,23.756,,22.0,38.145,11.0,27.567,18.75,26.744,16.0,22.755,44.684,24.0,38.351,23.71,24.629,,22.979,,23.348,32.941,24.196,,17.0,71.666,27.771,36.709,31.119,,20.601,33.943,20.314
2020-03-15,92.632,14.39,,,40.063,14.963,32.169,8.145,37.641,,15.656,26.77,30.197,19.709,36.849,48.064,,20.339,28.336,53.23,45.149,,49.678,19.0,20.817,19.792,35.734,19.327,59.563,16.292,10.203,42.074,33.437,24.011,33.205,20.149,38.58,18.565,28.888,28.0,29.667,29.591,
2020-03-22,59.09,34.425,18.693,,17.894,15.361,23.283,17.149,52.0,26.05,15.656,20.164,34.059,,34.945,32.467,12.991,,30.726,26.063,15.333,13.285,19.385,34.429,35.943,25.125,20.621,,39.282,21.599,13.686,35.94,45.067,22.036,14.435,77.014,14.796,27.848,17.8,29.467,47.662,74.808,19.785
2020-03-29,,17.763,19.828,12.638,77.357,15.165,35.607,10.181,,,32.379,30.279,30.308,48.15,,36.793,13.241,38.892,,34.315,23.443,44.444,16.18,16.0,31.141,21.48,29.964,26.252,17.629,,17.103,30.373,21.807,20.928,,41.181,29.447,35.443,37.992,13.351,,21.45,38.01
2020-04-05,,29.452,24.969,18.065,18.012,10.359,22.264,24.119,28.393,35.528,46.065,54.165,18.251,,,22.186,38.974,28.249,14.168,50.265,21.0,21.949,37.205,28.8,22.752,30.628,37.686,,,12.413,14.528,18.855,56.989,32.835,19.214,29.504,21.541,48.523,33.756,19.326,41.459,43.446,19.028
2020-04-12,13.471,24.256,58.429,29.46,26.651,41.706,,16.602,20.78,11.593,27.924,18.657,24.229,,24.21,34.743,15.015,33.848,22.845,48.482,30.481,17.771,42.609,16.268,26.136,34.895,17.721,27.265,30.514,,16.319,24.386,38.723,20.462,20.739,28.825,46.412,37.975,50.234,27.721,38.488,34.03,53.278
2020-04-19,15.376,16.779,17.155,17.999,17.744,60.186,25.489,17.164,,19.91,38.45,27.262,27.164,25.244,14.005,40.986,,,20.833,30.773,18.57,25.871,17.801,17.0,15.697,17.864,46.517,,17.647,20.171,19.353,22.948,34.835,23.037,12.717,25.642,52.382,43.038,43.445,34.409,66.944,36.186,
2020-04-26,,32.984,32.88,21.241,32.618,24.564,30.36,13.425,,,29.762,31.906,20.362,46.547,23.0,24.118,18.987,37.172,16.278,71.984,13.941,11.111,17.108,19.0,19.796,30.835,51.76,13.008,27.718,,21.007,45.6,29.683,26.209,,,21.294,37.553,55.794,17.165,16.995,44.415,
2020-05-03,62.778,26.88,20.836,31.598,32.729,13.859,48.575,12.289,41.828,32.162,26.83,31.116,44.118,21.504,,32.309,13.0,57.318,12.797,57.065,13.0,15.624,25.756,22.709,45.754,16.629,52.774,31.019,,,18.262,31.136,32.396,29.38,,34.959,23.312,19.831,44.963,16.45,30.124,35.262,
2020-05-10,,19.862,16.897,18.588,19.277,13.38,,18.825,25.786,,30.535,38.889,19.613,19.709,,60.339,,30.881,19.192,42.889,,,35.968,,24.06,32.292,45.788,40.561,,40.972,11.625,41.792,38.283,34.825,,27.585,30.051,28.692,39.404,23.841,,27.076,47.877
2020-05-17,21.384,25.997,28.386,35.879,40.198,9.661,52.085,19.971,31.977,,50.065,44.876,19.231,39.863,,25.915,14.715,,13.711,51.453,18.2,56.563,58.938,37.63,19.391,20.165,44.778,25.019,,16.803,8.407,39.31,42.241,47.786,21.015,22.451,37.0,40.084,28.546,29.747,21.869,52.532,24.818
2020-05-24,17.911,12.142,19.684,,21.0,26.15,41.507,22.593,31.794,21.783,59.639,24.96,33.187,20.569,36.505,24.756,31.979,36.715,23.547,55.234,47.63,17.711,,,48.14,21.651,43.635,,15.294,20.749,14.272,31.819,53.018,30.495,30.942,,,54.852,58.257,23.841,44.172,38.775,24.219
2020-05-31,23.631,19.174,,,34.655,22.31,41.17,53.208,41.0,18.949,21.878,16.902,46.587,39.946,30.0,59.678,21.985,51.967,37.433,67.51,30.321,18.482,15.752,,36.562,27.103,55.719,47.147,,37.96,8.249,55.026,24.007,32.388,55.8,18.044,28.912,100.0,36.114,,,67.516,45.709
2020-06-07,,21.457,25.065,,29.529,14.133,31.378,13.603,,29.524,24.195,23.314,37.259,22.25,29.01,20.818,37.975,23.914,18.583,36.449,26.0,33.333,74.148,,38.731,,41.805,24.499,19.053,,17.029,30.903,50.397,34.66,26.045,48.82,45.054,61.392,26.385,12.397,,32.016,35.566
2020-06-14,18.57,24.159,20.0,24.592,22.96,18.417,20.387,25.46,29.563,20.109,57.412,58.981,20.648,,18.006,55.035,19.987,,18.75,36.544,27.801,49.875,38.321,,26.155,31.889,38.072,,34.745,47.334,27.084,,29.559,,19.0,29.24,36.194,40.506,45.565,,23.703,34.243,18.055
2020-06-21,19.101,30.978,24.787,25.094,21.297,16.27,17.209,28.478,,27.989,16.85,24.823,44.918,22.439,,39.378,13.991,54.121,34.108,57.127,35.774,29.737,29.972,44.0,18.668,25.125,33.436,,29.412,30.0,14.133,43.723,26.32,19.103,,18.276,90.568,48.523,50.715,33.377,55.108,52.984,
2020-06-28,15.231,32.627,,16.775,17.894,24.362,29.179,24.163,47.979,55.86,39.555,38.599,38.928,54.227,,60.677,32.279,65.242,20.424,41.239,24.22,62.878,20.867,,22.813,32.855,58.175,37.944,,19.367,19.265,15.173,,46.929,17.091,20.825,26.635,28.481,44.989,19.802,26.135,39.483,
2020-07-05,43.151,37.581,13.0,,52.715,18.02,23.338,19.597,23.0,,29.568,48.795,24.305,32.0,25.205,42.739,17.988,22.594,28.409,46.974,19.0,55.391,,33.149,34.789,26.621,43.755,,27.788,,17.929,32.985,52.336,63.108,,23.667,18.819,38.397,35.277,,15.831,26.594,
2020-07-12,27.607,13.936,20.0,28.069,17.0,27.691,40.479,41.161,21.717,22.46,24.786,48.279,26.73,,,21.699,48.255,39.463,,47.502,19.0,19.874,26.571,25.0,34.303,,38.318,39.727,,26.727,14.825,34.724,17.445,42.581,18.068,37.028,39.325,44.304,34.014,,,52.659,41.157
2020-07-19,30.305,28.482,18.742,24.109,23.782,13.812,44.224,29.729,45.0,76.087,43.162,47.144,27.439,34.885,22.054,40.531,42.0,32.463,21.938,60.07,34.697,18.687,33.54,,44.356,,58.995,31.612,18.355,23.7,11.939,16.422,25.199,23.49,20.733,41.414,24.783,24.684,63.215,,57.998,50.393,20.646
2020-07-26,23.263,27.302,23.639,18.997,32.362,30.313,28.992,42.984,20.325,19.686,14.441,46.319,23.922,22.127,,29.755,28.552,33.443,34.302,71.097,17.25,39.905,29.942,25.426,36.97,24.158,36.068,27.265,,,25.897,26.386,39.94,33.598,22.551,39.23,19.896,34.177,39.45,37.627,29.692,52.07,37.004
2020-08-02,15.515,32.27,21.559,16.608,35.774,41.977,45.931,26.635,72.0,29.18,39.814,40.205,32.4,,27.0,23.016,26.982,23.285,57.587,39.995,38.0,18.621,26.34,,41.86,22.366,60.741,29.26,21.575,44.932,14.663,67.546,24.307,30.518,17.025,23.792,32.858,54.43,52.83,,25.7,48.733,
2020-08-09,18.809,33.663,47.0,22.11,48.593,21.962,27.486,31.127,54.0,25.578,29.687,48.347,27.786,,21.0,47.885,22.654,35.327,33.803,38.322,33.75,13.131,32.246,60.0,35.237,24.158,45.197,24.797,61.965,,12.44,68.143,17.909,52.336,37.732,19.361,53.284,41.772,61.576,,22.007,48.668,33.453
2020-08-16,31.776,23.79,22.5,24.42,50.0,29.554,25.84,32.011,27.569,39.206,37.519,33.847,39.311,29.919,36.805,40.274,,50.161,20.159,33.283,34.771,,,32.152,22.813,,63.406,35.537,27.152,98.0,10.862,30.901,30.627,33.212,19.951,34.596,18.153,40.506,68.268,16.0,24.143,45.571,22.274
2020-08-23,15.25,38.26,50.415,23.236,17.721,27.457,26.845,30.786,36.85,16.793,48.854,33.075,25.039,23.218,27.727,35.61,18.987,27.113,19.206,54.547,32.652,42.218,31.561,,38.143,12.5,25.085,64.175,,51.0,10.209,32.993,20.731,19.937,23.089,18.056,,45.148,47.72,27.382,,27.109,33.032
2020-08-30,20.642,22.992,22.333,,,27.522,14.483,28.333,48.742,20.595,49.635,22.653,21.122,27.114,55.87,37.988,,39.869,20.833,27.665,,,34.4,46.0,35.112,14.404,61.198,28.271,29.27,,19.25,47.841,31.873,26.843,,27.391,17.743,35.865,30.404,24.659,21.993,55.124,23.0
2020-09-06,21.598,28.331,,28.602,23.641,17.577,16.404,18.252,15.988,18.294,27.445,46.711,24.854,50.176,,22.846,14.0,18.079,30.116,28.396,31.0,19.337,33.717,15.5,37.869,,67.612,,,39.0,13.934,58.507,34.022,20.863,33.417,21.5,25.894,43.882,63.893,,,23.786,
2020-09-13,27.803,27.784,,36.894,17.011,20.532,27.664,33.916,19.377,24.056,42.173,41.92,21.059,,19.007,25.624,25.78,,15.266,44.182,,11.111,19.418,21.4,27.563,40.625,29.047,41.202,,,17.004,37.411,17.137,48.047,14.641,34.199,28.194,35.443,25.109,23.152,33.513,57.418,23.785
2020-09-20,32.712,25.265,16.0,23.902,53.035,41.264,24.68,29.619,,21.542,31.626,28.346,22.451,,19.899,37.633,11.992,32.899,27.094,50.695,24.835,36.239,22.22,40.4,33.078,32.431,35.587,28.112,,16.278,21.368,46.406,31.306,48.557,17.027,22.212,42.292,37.553,49.976,,71.612,34.431,26.368
2020-09-27,28.755,36.543,33.749,34.0,49.0,28.972,19.063,32.165,,16.477,22.761,14.344,34.716,29.919,,26.774,18.771,46.646,58.731,44.834,100.0,32.047,42.654,34.0,27.101,35.754,53.663,25.019,17.647,31.782,22.153,21.887,23.665,36.034,32.088,29.716,30.717,25.316,29.644,26.0,23.4,48.078,75.583
2020-10-04,37.244,22.341,51.301,,,33.96,,22.1,20.74,28.094,40.085,21.665,42.504,20.0,40.604,32.713,,35.031,47.182,53.342,18.0,21.83,50.171,36.0,52.149,23.437,39.557,24.199,45.741,23.114,16.986,45.31,30.637,53.466,23.0,30.798,41.303,36.076,45.081,30.0,,27.641,27.891
2020-10-11,42.027,25.892,38.0,46.852,23.439,31.877,21.368,35.666,24.796,,30.92,21.251,33.793,38.568,63.022,22.08,18.987,43.213,29.819,43.766,27.0,21.061,,32.0,28.878,19.713,54.773,36.74,38.371,41.611,18.788,37.321,51.565,19.821,13.0,29.861,22.208,14.557,47.709,18.119,,35.142,46.834
2020-10-18,20.252,22.892,18.078,18.588,27.421,38.59,35.553,13.443,24.327,55.944,100.0,36.776,38.489,77.0,,52.865,20.449,46.969,27.503,51.428,,,22.52,39.0,47.103,59.913,40.221,,43.529,73.288,22.419,73.295,26.168,31.963,18.101,15.978,42.744,21.519,38.091,34.195,19.561,30.091,22.759
2020-10-25,49.709,31.083,38.316,37.646,31.733,28.898,48.979,34.353,23.238,,40.076,40.45,24.636,30.721,,51.731,,,20.11,37.59,45.558,17.931,43.235,,43.174,20.293,53.619,28.584,34.118,,9.66,85.745,15.991,56.92,21.675,28.667,58.242,25.316,30.262,,73.423,34.132,90.858
2020-11-01,,27.659,50.446,43.743,35.78,13.395,23.706,26.684,16.988,26.176,29.433,32.549,30.591,,25.5,22.039,,27.113,15.539,52.927,34.536,,15.303,17.638,25.528,32.292,25.009,,54.118,42.651,17.04,42.001,49.508,32.794,57.241,39.842,,28.692,67.504,35.284,,47.122,14.293
2020-11-08,35.789,20.782,27.595,39.965,,21.102,22.667,19.932,24.739,26.587,34.719,29.762,25.424,60.305,,29.931,33.072,24.482,20.67,64.912,33.065,25.758,17.089,,38.569,24.158,22.958,35.537,23.528,,13.181,17.468,24.801,,31.322,42.332,40.694,30.802,37.237,,,39.679,29.969
2020-11-15,17.773,22.384,51.833,20.447,,13.812,28.924,54.942,,32.245,78.743,33.476,25.825,,34.002,28.178,26.982,,18.493,44.352,37.467,37.473,29.08,36.581,48.247,16.396,48.08,16.01,39.524,43.354,11.113,44.535,13.084,35.04,27.165,25.243,26.632,35.021,46.143,58.0,,88.783,24.977
2020-11-22,31.13,19.123,24.574,27.883,,17.266,45.835,39.658,22.0,34.62,50.194,26.983,26.417,21.504,46.09,25.75,,36.718,42.122,45.763,34.5,27.273,50.262,21.0,30.843,16.667,36.748,17.011,,,20.6,44.173,97.402,46.073,27.391,30.461,23.646,43.882,43.514,23.841,28.076,61.509,32.309
2020-11-29,11.242,27.865,14.689,,19.0,26.8,28.512,22.788,37.972,17.43,20.723,23.343,37.111,64.512,24.009,60.33,15.989,66.513,,31.284,74.0,16.162,17.763,36.645,32.215,34.595,37.084,38.905,43.088,22.853,35.141,61.381,28.733,18.872,17.03,100.0,27.752,39.241,84.48,27.836,42.519,52.598,31.02
2020-12-06,49.138,41.757,,,47.834,26.211,24.899,46.925,,,20.006,24.82,26.235,23.563,30.604,60.083,14.99,48.549,26.316,30.75,,16.813,52.742,23.0,36.637,30.923,49.759,59.51,17.647,28.087,31.277,44.627,31.289,44.762,15.164,39.586,18.871,21.519,55.074,,,62.761,28.794
2020-12-13,36.902,41.501,47.368,19.518,38.237,23.062,,23.482,30.325,57.73,30.895,53.867,30.487,20.569,43.0,18.124,18.0,,15.539,45.098,,18.485,25.858,21.392,13.688,16.428,52.25,36.781,61.28,,15.037,39.961,69.296,77.04,25.602,21.33,29.337,48.101,48.206,17.165,65.558,62.024,32.934
2020-12-20,,31.757,34.384,15.852,21.476,26.093,52.198,56.64,,18.182,31.355,20.59,24.128,37.398,,20.188,12.0,36.201,34.054,51.005,,34.574,,24.0,32.23,33.333,36.594,39.068,,,22.088,36.045,22.811,48.559,37.216,,55.426,85.232,41.66,,16.967,64.811,33.453
2020-12-27,29.121,44.03,,,48.885,35.88,21.256,35.977,,18.529,47.023,66.844,31.62,16.829,39.549,28.868,17.738,32.989,38.172,61.973,20.0,17.925,57.561,31.0,39.223,20.833,33.237,31.501,,27.0,26.751,96.253,40.221,25.4,30.454,68.083,48.228,51.055,30.646,47.677,30.402,62.885,
2021-01-03,29.87,42.644,37.97,36.557,29.859,23.847,52.926,34.102,25.85,44.286,22.772,47.757,17.523,18.188,,30.527,18.096,46.279,24.898,59.287,23.898,35.121,23.654,73.0,26.742,21.259,50.973,52.274,46.54,,20.446,67.308,30.48,42.066,27.853,84.196,34.051,59.072,15.686,,28.547,55.157,28.057
2021-01-10,,30.172,14.0,,43.502,19.484,,34.626,,26.167,75.52,74.675,34.569,28.0,21.5,30.343,23.017,31.638,23.916,49.819,50.5,,,,28.516,48.317,31.001,22.801,26.262,57.0,30.748,35.089,31.907,36.815,23.695,30.118,,29.536,41.646,48.635,,69.33,
2021-01-17,21.053,29.342,19.208,19.27,24.894,17.399,,43.959,37.157,,38.541,33.07,25.088,51.932,,41.047,9.0,47.449,23.139,44.304,32.685,21.381,14.802,,41.321,28.125,53.166,33.871,27.147,16.655,20.363,39.706,33.77,22.647,22.017,13.781,31.019,78.903,18.301,,,30.817,
2021-01-24,44.312,44.277,18.0,17.854,66.0,32.996,17.204,40.669,,,40.603,49.403,30.264,19.4,26.805,33.232,,26.867,36.099,46.299,22.353,,42.089,22.144,23.936,14.495,44.451,19.765,,,19.577,52.158,20.379,48.953,30.797,31.528,,66.456,38.064,24.794,48.52,39.438,19.005
2021-01-31,37.169,36.563,26.2,43.241,19.863,,,54.465,33.38,18.663,32.566,74.372,27.747,14.024,38.014,32.966,23.733,38.219,13.098,78.888,20.464,35.354,27.844,46.81,33.211,,42.189,75.487,85.882,18.619,14.976,22.712,48.949,23.037,31.25,32.208,,38.397,51.516,21.819,20.993,42.03,19.519
2021-02-07,39.343,35.636,29.819,41.824,33.3,,22.23,10.247,31.141,15.235,33.457,56.741,33.805,,17.006,26.166,,,34.574,63.287,,36.902,32.713,39.0,57.207,18.36,17.591,28.233,52.367,27.929,13.124,80.71,36.025,41.979,23.236,44.194,59.192,93.671,88.69,20.521,34.0,25.078,35.932
2021-02-14,25.39,21.093,30.973,18.588,62.76,44.256,30.002,27.385,,20.447,35.602,55.696,26.59,,36.831,51.368,41.461,29.391,36.359,52.222,,25.11,21.34,21.13,86.661,,41.548,31.095,28.251,,13.949,43.411,46.167,44.388,23.52,30.506,48.843,46.414,87.847,12.397,,53.441,24.014
2021-02-21,22.497,13.491,18.202,16.0,30.416,16.526,,26.037,21.991,11.003,49.159,19.119,34.123,28.008,66.024,36.698,17.5,62.148,21.741,39.042,33.528,32.312,31.731,,39.395,,44.136,,32.806,17.827,24.935,,38.283,38.71,,50.664,38.235,42.194,40.452,,,57.092,26.579
2021-02-28,28.701,29.212,51.96,42.0,,17.399,31.74,32.398,28.635,45.63,34.004,27.251,51.926,,34.006,,,25.375,35.465,33.69,31.131,28.915,,,43.476,27.083,32.8,32.686,98.073,30.256,12.002,30.465,60.979,,27.827,,18.861,44.937,36.071,33.377,82.418,94.268,47.482
2021-03-07,27.892,17.923,44.113,,32.01,,48.287,20.162,18.991,,21.387,42.547,36.942,15.0,25.454,23.984,12.747,30.226,39.389,36.292,55.093,33.333,39.866,100.0,26.235,,30.737,,20.0,51.429,47.403,44.991,,38.35,42.431,65.582,26.938,35.443,61.871,19.073,,36.408,19.0
2021-03-14,26.655,33.467,41.293,21.61,21.16,21.503,37.675,29.883,,24.943,33.931,25.317,23.798,22.152,33.512,21.026,15.989,52.934,38.707,76.353,26.014,32.166,51.606,17.0,59.561,14.495,28.064,,30.863,,41.501,43.773,25.329,81.083,23.168,24.727,28.862,32.068,31.199,36.271,,52.722,44.599
2021-03-21,21.788,24.182,24.777,25.176,69.624,100.0,47.011,20.845,49.248,20.561,30.553,34.961,,45.813,33.347,36.448,24.983,46.507,31.653,45.653,28.918,43.487,33.748,,37.257,16.428,24.412,31.501,,,16.582,40.247,30.877,27.326,100.0,43.819,81.036,35.021,43.855,,18.814,59.882,33.059
2021-03-28,37.343,21.261,25.0,,37.085,41.862,,33.542,67.45,,64.461,25.371,29.886,,25.0,33.739,50.966,34.836,35.31,51.979,45.964,20.658,29.823,75.669,,21.259,62.185,30.139,21.176,49.613,14.121,31.056,21.481,42.006,21.973,,28.019,43.46,92.12,19.073,26.4,79.629,18.0
2021-04-04,53.816,45.555,30.177,29.778,34.387,43.162,25.234,28.097,16.988,19.466,29.147,37.613,31.92,25.244,27.01,25.806,,39.548,23.994,41.152,85.576,14.141,33.074,58.0,24.866,31.676,49.418,27.338,25.882,40.482,17.947,41.31,,26.255,26.685,44.194,24.422,41.35,71.719,,21.993,31.607,25.874
2021-04-11,41.778,30.826,18.983,28.322,20.013,30.093,50.614,40.254,68.756,,54.251,43.91,33.489,14.024,42.498,34.319,10.0,96.025,28.687,38.495,31.161,20.425,33.461,28.649,35.548,16.686,33.659,17.513,25.661,16.268,10.425,25.654,,29.037,22.779,33.187,58.075,59.916,44.102,21.048,23.992,39.562,38.009
2021-04-18,24.858,19.28,21.0,18.248,43.871,21.392,,42.288,29.549,26.581,50.043,68.076,43.895,24.309,22.163,32.092,14.0,,20.894,63.906,30.88,31.781,27.151,40.6,30.583,,37.1,54.864,,42.0,9.719,29.273,36.089,100.0,15.0,35.441,62.815,55.063,27.234,,26.48,55.937,
2021-04-25,20.26,41.949,41.25,28.425,42.319,33.38,28.809,35.485,,31.037,29.041,38.654,29.987,,31.069,21.472,15.593,40.486,30.919,58.51,38.0,19.192,32.067,,60.295,57.592,36.162,24.577,68.409,16.325,9.543,30.461,,26.102,,,31.812,57.384,63.653,15.258,89.371,45.051,42.034
2021-05-02,25.448,31.417,25.964,20.447,41.395,45.021,23.876,31.994,46.0,,46.309,58.152,50.876,25.711,37.917,44.351,23.807,75.919,21.121,46.947,54.771,13.252,30.571,16.0,27.797,32.292,54.687,19.012,38.045,32.0,15.806,30.493,20.556,23.037,,38.831,,26.582,86.728,,20.16,50.339,19.268
2021-05-09,38.689,41.305,37.0,16.962,28.532,12.683,39.971,19.854,,21.249,21.977,39.577,22.921,43.914,32.008,30.197,18.441,,14.924,49.534,36.812,19.714,47.23,27.041,23.037,29.183,51.074,61.54,56.471,72.778,22.681,45.866,30.682,31.437,,60.621,,40.506,40.914,23.691,,38.482,33.317
2021-05-16,24.571,38.934,31.988,37.191,58.036,34.67,45.193,28.402,,48.469,32.362,52.011,30.894,29.919,36.123,16.68,30.71,31.759,26.045,69.756,,,28.441,40.27,42.271,21.415,59.048,59.578,23.529,26.183,18.585,41.562,42.96,64.162,28.839,19.095,28.752,43.038,60.244,44.941,40.471,,33.37
2021-05-23,53.684,100.0,,22.306,41.996,28.135,24.611,45.55,100.0,19.54,49.992,30.185,54.911,54.227,,38.202,12.991,,14.625,64.785,72.96,14.646,57.34,35.0,41.766,18.36,55.644,17.638,42.353,36.396,22.014,40.044,51.571,25.131,32.446,79.498,54.65,50.633,45.025,37.0,53.226,72.563,34.944
2021-05-30,21.148,33.508,,22.0,47.333,26.287,42.743,56.688,,18.416,41.57,48.936,21.517,23.311,48.0,38.611,,53.691,21.332,68.379,32.0,24.242,29.84,26.0,44.855,64.744,34.069,,,,9.978,17.911,31.005,39.216,17.54,53.285,25.258,64.557,49.18,,,93.126,34.204
2021-06-06,40.791,31.133,26.886,32.274,73.673,17.361,44.848,25.838,25.981,26.064,40.296,52.899,67.942,43.008,62.022,40.726,54.211,21.469,34.035,47.563,30.0,,34.698,29.0,49.779,28.99,52.272,,21.176,22.528,13.312,34.541,27.285,48.352,14.072,,19.896,37.553,45.127,63.893,43.373,41.453,32.454
2021-06-13,23.216,22.88,57.625,29.968,32.994,17.014,24.897,16.483,52.0,52.794,56.603,41.745,21.473,31.12,,23.632,16.948,42.063,27.784,53.326,47.841,30.947,27.184,40.389,47.005,20.293,39.803,,33.892,,19.532,24.633,20.353,48.403,22.173,,39.115,49.789,50.565,27.444,22.007,41.514,34.951
2021-06-20,23.23,26.556,32.0,21.425,19.0,26.621,24.975,18.111,,,41.614,51.526,30.454,19.634,100.0,36.571,,50.847,33.23,35.697,52.419,21.212,30.614,41.725,23.256,26.724,63.29,,,25.565,22.148,30.082,85.607,37.198,22.092,15.501,26.642,60.759,83.266,,43.049,29.119,
2021-06-27,,19.368,42.309,16.73,58.5,47.27,77.907,29.932,17.987,22.114,48.697,70.048,30.368,39.268,27.992,38.135,19.06,45.976,15.688,49.039,35.5,41.251,,44.0,51.781,34.479,50.366,,44.747,29.473,13.282,39.51,33.763,30.821,22.561,40.502,27.292,29.958,35.432,,,50.14,22.248
2021-07-04,25.554,32.841,39.282,55.681,42.319,30.61,47.203,40.752,34.426,38.386,42.09,68.088,60.319,,24.19,34.591,20.496,49.257,27.579,81.863,42.228,28.281,40.261,31.546,27.375,19.327,38.726,73.89,28.235,,10.419,57.926,28.285,68.04,,,44.381,92.827,60.107,,18.922,32.657,
2021-07-11,47.622,53.858,42.936,23.975,48.827,30.678,31.978,29.748,57.0,53.645,26.715,45.377,46.681,41.138,41.308,47.284,,52.62,,64.635,53.0,22.124,45.967,29.0,47.896,26.864,50.615,39.043,34.87,60.512,18.734,58.515,20.934,47.053,17.988,,31.328,29.114,35.653,38.145,18.814,59.261,35.421
2021-07-18,30.443,54.152,56.953,22.318,58.449,,21.531,53.908,,38.192,41.978,65.449,28.084,23.038,31.0,32.326,100.0,39.548,19.53,51.517,40.5,22.713,36.481,28.2,33.92,24.158,45.129,18.011,48.971,32.948,16.435,52.573,24.714,27.678,,23.656,19.976,52.743,58.925,36.833,36.204,68.497,39.0
