,MVT_GT_Atlanta GA
2022-08-14,30.0
2022-08-21,14.0
2022-08-28,23.0
2022-09-04,48.0
2022-09-11,27.0
2022-09-18,25.0
2022-09-25,58.0
2022-10-02,26.0
2022-10-09,19.0
2022-10-16,29.0
2022-10-23,35.0
2022-10-30,30.0
2022-11-06,29.0
2022-11-13,71.0
2022-11-20,31.0
2022-11-27,35.0
2022-12-04,54.0
2022-12-11,49.0
2022-12-18,41.0
2022-12-25,34.0
