,MVT_GT_Sacramento-Stockton-Modesto CA
2022-04-17,44.0
2022-04-24,51.0
2022-05-01,32.0
2022-05-08,23.0
2022-05-15,33.0
2022-05-22,30.0
2022-05-29,39.0
2022-06-05,58.0
2022-06-12,54.0
2022-06-19,29.0
2022-06-26,22.0
2022-07-03,37.0
2022-07-10,37.0
2022-07-17,47.0
2022-07-24,35.0
2022-07-31,53.0
2022-08-07,54.0
2022-08-14,56.0
2022-08-21,44.0
2022-08-28,46.0
2022-09-04,41.0
2022-09-11,40.0
2022-09-18,21.0
2022-09-25,41.0
2022-10-02,54.0
2022-10-09,47.0
2022-10-16,36.0
2022-10-23,51.0
2022-10-30,22.0
2022-11-06,33.0
2022-11-13,61.0
2022-11-20,29.0
2022-11-27,58.0
2022-12-04,39.0
2022-12-11,12.0
2022-12-18,38.0
2022-12-25,54.0
