,MVT_GT_Atlanta GA
2022-01-16,37.0
2022-01-23,20.0
2022-01-30,33.0
2022-02-06,39.0
2022-02-20,40.0
2022-02-27,27.0
2022-03-06,20.0
2022-03-13,64.0
2022-03-20,16.0
2022-03-27,39.0
2022-04-03,30.0
2022-04-10,28.0
2022-04-24,33.0
2022-05-01,29.0
2022-05-08,32.0
2022-05-15,48.0
2022-05-22,30.0
2022-05-29,50.0
2022-06-19,39.0
2022-06-26,11.0
2022-07-03,16.0
2022-07-10,37.0
2022-07-17,33.0
2022-07-31,25.0
2022-08-07,32.0
2022-08-14,23.0
2022-08-21,24.0
2022-08-28,28.0
2022-09-04,52.0
2022-09-11,34.0
2022-09-18,58.0
2022-09-25,19.0
2022-10-02,31.0
2022-10-09,17.0
2022-10-16,11.0
2022-10-23,43.0
2022-10-30,12.0
2022-11-06,30.0
2022-11-13,55.0
2022-11-20,35.0
2022-12-04,64.0
2022-12-11,53.0
2022-12-18,53.0
2022-12-25,36.0
